"","year","country","number_of_attacks","eventsLT1hr","success","suicide_attack","confirmed_fatalities","confirmed_us_fatal","nkillter","nwound","nwoundus","nwoundte","involved_property","ransom","atktrg_gov","atktrg_diplom","atktrg_relig","atktrg_air","atktrg_military","atktrg_buss","atktrg_priv","with_explosives","with_sabotage","with_firearm"
"1687",1995,"Armenia",1,0,1,0,2,0,0,20,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"1688",1995,"Australia",5,0,4,0,0,0,0,0,0,0,4,0,0,2,0,0,0,2,1,0,0,0
"1689",1995,"Austria",12,0,10,0,6,0,0,6,0,0,12,0,0,1,0,1,0,1,5,8,0,0
"1690",1995,"Azerbaijan",2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0
"1691",1995,"Bahrain",8,0,8,0,1,0,0,2,0,0,8,0,1,0,0,0,1,5,0,0,0,0
"1692",1995,"Bangladesh",74,0,67,0,35,0,0,892,0,0,62,0,10,0,0,0,1,2,23,27,0,10
"1693",1995,"Belgium",1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
"1694",1995,"Benin",1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
"1695",1995,"Bolivia",2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"1696",1995,"Bosnia and Herzegovina",6,0,3,0,2,1,0,3,0,0,2,0,1,2,0,0,0,0,0,1,0,5
"1697",1995,"Botswana",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1698",1995,"Brazil",23,0,22,0,13,0,0,40,0,0,10,0,7,1,0,0,1,4,7,8,0,6
"1699",1995,"Bulgaria",2,0,1,0,3,0,0,0,0,0,2,0,1,0,0,0,0,1,0,2,0,0
"1700",1995,"Burundi",83,0,81,0,583,0,0,300,1,0,72,0,11,3,4,0,5,1,29,27,0,47
"1701",1995,"Cambodia",56,0,55,0,21,1,0,98,1,0,53,0,2,0,0,0,0,1,6,52,0,2
"1702",1995,"Cameroon",2,0,2,0,5,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
"1703",1995,"Canada",5,0,2,0,1,0,0,1,0,0,3,0,1,0,0,0,0,0,3,2,0,1
"1704",1995,"Chad",3,0,3,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,1
"1705",1995,"Chile",17,0,16,0,1,0,0,5,0,0,17,0,4,1,0,0,2,2,1,14,0,0
"1706",1995,"China",8,0,7,0,6,0,0,198,0,0,6,0,1,1,0,1,0,1,4,4,0,0
"1707",1995,"Colombia",123,7,114,0,521,1,35,326,0,0,79,2,12,3,0,1,13,27,17,32,0,46
"1708",1995,"Congo (Democratic Republic of the)",6,0,6,0,43,0,0,33,0,0,6,0,1,0,0,0,1,0,2,2,0,4
"1709",1995,"Cote d'Ivoire",7,1,7,0,40,0,0,5,0,0,5,0,1,1,1,0,0,1,3,0,0,2
"1710",1995,"Croatia",1,0,1,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"1711",1995,"Cyprus",3,0,3,0,0,0,0,1,0,0,3,0,0,0,0,0,0,3,0,3,0,0
"1712",1995,"Czech Republic",3,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0
"1713",1995,"Denmark",6,0,6,0,0,0,0,0,0,0,5,0,0,0,0,1,0,4,0,0,0,1
"1714",1995,"Djibouti",2,0,2,0,0,0,0,4,0,0,2,0,0,0,0,0,0,1,1,2,0,0
"1715",1995,"Ecuador",6,1,5,0,4,0,0,2,0,0,4,1,2,0,1,0,0,1,1,1,0,2
"1716",1995,"Egypt",102,0,97,0,134,0,3,135,0,0,48,0,5,0,0,0,0,14,18,2,0,97
"1717",1995,"El Salvador",9,0,9,0,3,0,0,16,0,0,9,0,3,0,0,0,2,0,1,0,0,2
"1718",1995,"Eritrea",2,1,2,0,0,0,0,19,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"1719",1995,"Estonia",2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
"1720",1995,"Ethiopia",5,1,4,0,5,1,0,4,0,0,2,0,1,1,0,1,0,0,0,2,0,3
"1721",1995,"Finland",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"1722",1995,"France",71,2,67,0,19,0,0,177,0,0,60,0,17,1,1,0,1,14,13,53,0,11
"1723",1995,"French Polynesia",3,0,3,0,0,0,0,13,0,0,3,0,2,0,0,1,0,0,0,0,0,0
"1724",1995,"Gambia",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"1725",1995,"Georgia",17,1,15,0,14,0,0,23,0,0,9,0,4,1,0,0,3,0,1,7,0,8
"1726",1995,"Germany",147,0,135,0,10,0,1,26,0,0,141,0,9,5,10,0,0,88,29,15,1,2
"1727",1995,"Ghana",1,0,1,0,2,0,0,6,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"1728",1995,"Greece",8,2,8,0,0,0,0,0,0,0,6,0,0,0,0,1,0,4,1,5,0,0
"1729",1995,"Guatemala",82,4,74,0,40,1,0,10,0,0,38,2,24,5,0,0,3,2,33,15,0,36
"1730",1995,"Haiti",34,0,29,0,16,0,0,40,3,0,18,0,8,2,1,0,6,2,8,0,0,23
"1731",1995,"Honduras",12,0,11,0,8,0,0,2,0,0,4,0,1,0,0,0,1,1,8,3,0,8
"1732",1995,"Hong Kong",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1733",1995,"India",179,3,170,0,361,0,10,616,0,0,123,0,25,0,7,1,13,7,54,63,0,34
"1734",1995,"Indonesia",24,0,23,0,41,0,0,51,0,0,14,0,2,1,4,0,2,2,9,0,0,4
"1735",1995,"Iran",8,1,8,0,0,0,0,11,0,0,8,0,0,0,1,1,1,1,1,4,0,2
"1736",1995,"Iraq",17,0,12,0,156,0,0,256,0,0,15,0,7,0,0,0,3,1,0,13,0,2
"1737",1995,"Ireland",3,0,1,0,1,0,0,1,0,0,3,0,1,0,0,0,0,0,0,2,0,0
"1738",1995,"Israel",13,0,10,2,18,1,2,147,0,0,8,0,1,0,0,0,1,1,2,6,0,3
"1739",1995,"Italy",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1740",1995,"Jamaica",1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"1741",1995,"Japan",20,1,14,0,15,0,0,6225,3,0,13,0,3,0,1,2,0,1,2,4,0,1
"1742",1995,"Jordan",3,1,3,0,1,0,0,2,0,0,2,0,0,1,0,0,1,1,0,0,0,3
"1743",1995,"Kenya",4,0,2,0,2,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,3
"1744",1995,"Korea",4,0,4,0,0,0,0,1,0,0,4,0,2,1,0,0,0,0,0,0,0,0
"1745",1995,"Latvia",1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
"1746",1995,"Lebanon",38,2,36,0,35,0,0,72,0,0,33,0,1,0,2,0,18,1,4,33,0,3
"1747",1995,"Libya",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"1748",1995,"Lithuania",2,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0
"1749",1995,"Macau",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"1750",1995,"Macedonia",1,0,0,0,1,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"1751",1995,"Madagascar",3,2,3,0,4,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1
"1752",1995,"Mali",1,0,1,0,2,0,0,6,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"1753",1995,"Malta",2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2
"1754",1995,"Mexico",29,0,26,0,61,0,0,27,1,0,18,0,11,0,0,0,0,4,7,0,0,17
"1755",1995,"Morocco",1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"1756",1995,"Mozambique",3,0,3,0,15,0,0,1,0,0,2,0,1,0,0,0,0,0,1,1,0,0
"1757",1995,"Myanmar (Burma)",12,0,12,0,30,0,0,29,0,0,11,1,6,0,0,0,2,0,1,8,0,1
"1758",1995,"Netherlands",7,0,6,0,1,0,0,2,0,0,7,0,0,0,2,0,0,3,1,3,0,0
"1759",1995,"Nicaragua",18,1,17,0,6,0,0,26,0,0,15,0,5,1,7,1,0,0,0,10,0,5
"1760",1995,"Niger",2,0,1,0,22,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0
"1761",1995,"Nigeria",1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"1762",1995,"Pakistan",666,4,613,2,712,3,12,615,1,4,380,1,23,3,13,1,22,31,327,37,0,288
"1763",1995,"Panama",6,0,5,0,3,1,0,0,0,0,2,0,1,0,0,0,1,2,1,1,0,4
"1764",1995,"Papua New Guinea",10,0,9,0,6,0,3,4,0,1,7,0,5,1,0,0,3,0,0,0,0,4
"1765",1995,"Paraguay",12,0,12,0,0,0,0,16,0,0,12,0,0,0,0,0,0,0,0,0,0,1
"1766",1995,"Peru",44,0,40,0,103,0,0,48,1,0,37,0,9,3,0,0,5,9,7,18,0,7
"1767",1995,"Philippines",63,18,59,0,201,0,41,102,0,0,33,8,17,0,0,1,4,14,11,14,0,33
"1768",1995,"Poland",4,0,4,0,0,0,0,1,0,0,4,0,0,1,0,0,0,1,1,3,0,0
"1769",1995,"Portugal",3,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"1770",1995,"Romania",1,0,1,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"1771",1995,"Russia",37,3,28,0,145,2,1,34,0,0,18,2,9,2,0,2,2,10,1,16,0,12
"1772",1995,"Rwanda",17,0,17,0,201,0,0,86,0,0,15,0,3,1,0,0,0,0,12,5,0,8
"1773",1995,"Saudi Arabia",3,0,2,0,14,5,0,161,37,0,2,0,0,0,1,0,2,0,0,2,0,1
"1774",1995,"Senegal",8,0,8,0,18,0,0,23,0,0,7,0,1,0,0,0,5,0,0,0,0,6
"1775",1995,"Sierra Leone",14,2,14,0,40,0,13,23,0,0,11,0,1,0,0,0,2,5,4,1,0,9
"1776",1995,"Slovakia",3,0,3,0,3,0,0,1,0,0,2,0,1,0,0,0,0,0,1,2,0,0
"1777",1995,"Somalia",13,7,13,0,29,0,0,162,0,0,4,0,1,2,0,0,0,0,2,0,0,4
"1778",1995,"South Africa",32,0,30,0,105,0,1,88,0,0,25,0,5,0,1,1,1,2,9,2,0,23
"1779",1995,"Spain",44,0,42,0,18,0,0,86,0,0,33,0,4,0,0,1,6,19,0,30,0,8
"1780",1995,"Sri Lanka",126,1,110,11,1020,0,9,599,0,0,111,0,6,0,2,1,44,4,22,51,0,36
"1781",1995,"St. Kitts and Nevis",2,0,2,0,0,0,0,9,0,0,1,0,1,0,0,0,0,0,1,0,0,0
"1782",1995,"Sudan",4,0,4,0,6,0,0,0,0,0,2,0,2,0,0,1,0,0,0,1,0,0
"1783",1995,"Swaziland",1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"1784",1995,"Sweden",1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"1785",1995,"Switzerland",5,0,5,0,1,0,0,0,0,0,4,0,0,1,0,0,0,2,0,0,0,1
"1786",1995,"Taiwan",4,0,1,0,0,0,0,2,0,0,2,0,2,1,0,0,0,0,1,2,0,1
"1787",1995,"Tajikistan",34,0,31,0,78,0,0,23,0,0,11,0,6,0,1,0,20,2,0,5,0,26
"1788",1995,"Tanzania",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1789",1995,"Thailand",12,0,9,0,19,0,2,25,0,0,7,0,0,0,0,0,0,1,4,3,0,5
"1790",1995,"Togo",1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
"1791",1995,"Trinidad and Tobago",4,0,4,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
"1792",1995,"Tunisia",1,0,1,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1793",1995,"Turkey",133,4,126,0,189,0,14,216,1,0,113,0,21,1,2,0,5,42,14,52,0,48
"1794",1995,"Uganda",7,1,7,0,145,0,0,20,0,0,6,0,1,0,0,0,2,0,4,2,0,3
"1795",1995,"Ukraine",2,0,1,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,1,0,1
"1796",1995,"United Arab Emirates",2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
"1797",1995,"United Kingdom",22,0,17,0,11,0,0,5,0,0,9,0,2,0,0,0,0,4,8,4,0,9
"1798",1995,"United States",60,0,52,1,178,177,1,738,732,1,56,0,9,0,5,1,0,18,1,16,1,13
"1799",1995,"Uruguay",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"1800",1995,"Uzbekistan",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"1801",1995,"Venezuela",11,0,6,0,8,0,0,34,0,0,10,0,2,0,0,0,4,0,0,1,0,4
"1802",1995,"Vietnam",1,0,1,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"1803",1995,"West Bank and Gaza Strip",67,1,52,3,43,1,4,129,6,0,49,0,0,0,0,0,13,4,21,14,0,33
"1804",1995,"Yemen",8,1,6,0,4,0,0,12,0,0,4,0,3,1,0,1,0,1,1,3,0,4
"1805",1995,"Yugoslavia",3,0,2,0,2,0,1,7,0,0,3,0,1,1,0,0,0,0,0,1,0,2
"1806",1995,"Zambia",1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
"1807",1995,"Zimbabwe",2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1
"1808",1996,"Afghanistan",4,0,3,0,31,0,0,30,0,0,4,0,1,0,0,0,1,0,1,2,0,1
"1809",1996,"Albania",6,0,4,0,7,0,0,37,0,0,4,0,3,0,0,0,0,1,1,4,0,1
"1810",1996,"Algeria",129,1,127,0,529,0,0,1118,0,0,96,0,11,2,4,1,1,27,31,72,0,34
"1811",1996,"Angola",4,0,4,0,18,0,0,6,0,0,4,0,0,1,0,0,0,1,2,2,0,2
"1812",1996,"Argentina",19,0,10,0,1,0,0,12,0,0,16,0,5,0,0,0,1,8,2,13,0,3
"1813",1996,"Armenia",1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"1814",1996,"Australia",5,0,5,0,2,0,0,1,0,0,5,0,1,0,0,0,0,1,0,4,0,1
"1815",1996,"Austria",4,0,4,0,0,0,0,1,0,0,4,0,1,1,0,0,0,2,0,1,0,0
"1816",1996,"Azerbaijan",2,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
"1817",1996,"Bahrain",16,0,15,0,8,0,0,15,0,0,16,0,0,1,0,0,0,10,2,10,0,1
"1818",1996,"Bangladesh",161,1,154,0,89,0,0,1463,0,0,140,0,27,2,0,1,1,2,66,40,0,36
"1819",1996,"Benin",2,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1
"1820",1996,"Bolivia",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1821",1996,"Bosnia and Herzegovina",33,0,32,0,2,0,0,12,0,0,31,0,6,0,4,0,1,1,11,27,0,4
"1822",1996,"Brazil",18,4,17,0,22,0,0,9,0,0,11,1,2,1,0,0,0,5,4,2,0,8
"1823",1996,"Bulgaria",12,0,11,0,9,0,0,3,0,0,6,0,3,3,1,1,0,3,0,7,0,3
"1824",1996,"Burundi",35,0,34,0,1371,0,6,286,0,0,32,0,3,0,1,0,1,3,21,3,0,14
"1825",1996,"Cambodia",33,4,30,0,44,0,0,78,0,0,14,1,0,2,0,0,2,1,20,8,0,10
"1826",1996,"Canada",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"1827",1996,"Central African Republic",1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1828",1996,"Chad",1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"1829",1996,"Chile",8,0,8,0,2,0,1,4,0,0,7,0,3,0,1,0,0,0,0,2,0,2
"1830",1996,"China",62,0,59,0,23,1,1,106,0,0,54,1,3,1,0,1,0,3,3,54,0,0
"1831",1996,"Colombia",409,24,379,0,611,3,22,476,0,0,288,2,45,1,4,2,19,70,99,137,0,108
"1832",1996,"Congo (Democratic Republic of the)",13,0,13,0,223,0,0,92,0,0,12,0,0,0,5,0,0,1,4,1,0,4
"1833",1996,"Congo (Republic of the)",1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
"1834",1996,"Costa Rica",1,0,1,0,1,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,1
"1835",1996,"Cote d'Ivoire",2,0,2,0,5,0,0,7,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"1836",1996,"Croatia",3,0,3,0,0,0,0,1,0,0,3,0,0,0,2,0,0,0,1,3,0,0
"1837",1996,"Cuba",1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"1838",1996,"Cyprus",10,0,10,0,3,0,0,3,0,0,9,0,3,1,0,0,0,3,1,8,0,2
"1839",1996,"Czech Republic",3,0,3,0,2,0,0,3,0,0,3,0,0,0,0,0,0,2,1,3,0,0
"1840",1996,"Dominican Republic",3,0,3,0,3,0,0,11,0,0,1,0,0,0,0,0,0,0,3,0,0,1
"1841",1996,"Ecuador",5,0,4,0,2,1,0,2,0,1,3,0,3,1,0,0,0,0,1,0,0,2
"1842",1996,"Egypt",51,0,49,0,97,0,0,63,0,0,24,0,0,0,0,1,0,9,4,0,0,49
"1843",1996,"El Salvador",7,0,7,0,26,0,0,59,0,0,3,0,0,0,0,0,0,2,4,2,0,3
"1844",1996,"Eritrea",1,0,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"1845",1996,"Estonia",1,0,1,0,1,0,0,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"1846",1996,"Ethiopia",7,0,6,0,133,0,1,27,0,0,5,0,2,0,0,1,0,3,0,4,0,2
"1847",1996,"France",270,0,232,0,18,0,0,114,0,0,259,0,94,0,1,2,5,49,21,233,0,32
"1848",1996,"French Guiana",2,0,2,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0
"1849",1996,"Gabon",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"1850",1996,"Georgia",3,0,3,0,2,0,0,10,0,0,3,0,1,1,0,0,0,1,0,3,0,0
"1851",1996,"Germany",52,3,47,0,1,0,0,5,0,0,47,6,0,5,5,0,1,32,7,8,0,0
"1852",1996,"Ghana",2,0,2,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"1853",1996,"Greece",20,0,19,0,0,0,0,3,0,0,20,0,6,3,0,1,2,3,2,16,0,0
"1854",1996,"Guatemala",26,4,23,0,14,2,0,9,0,0,9,0,3,1,0,0,2,4,7,3,0,12
"1855",1996,"Guinea",1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"1856",1996,"Haiti",27,0,20,0,14,0,0,7,0,0,13,1,4,1,0,0,2,7,2,4,0,19
"1857",1996,"Honduras",19,0,15,0,11,0,0,29,0,0,15,0,11,0,0,0,1,2,1,13,0,6
"1858",1996,"Hong Kong",3,0,2,0,0,0,0,5,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"1859",1996,"Hungary",13,0,12,0,0,0,0,8,0,0,9,0,0,0,1,0,0,8,1,9,0,2
"1860",1996,"India",213,2,183,0,569,0,5,952,0,0,185,0,46,0,1,0,17,14,55,113,0,49
"1861",1996,"Indonesia",65,1,64,0,30,0,0,188,0,0,57,0,13,1,26,0,1,5,15,0,0,3
"1862",1996,"Iran",3,0,3,0,3,0,0,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0
"1863",1996,"Iraq",12,0,9,0,11,0,0,14,0,0,9,0,5,1,0,0,3,1,0,7,0,3
"1864",1996,"Ireland",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1865",1996,"Israel",19,0,16,5,73,3,0,226,3,0,15,0,2,0,0,0,7,0,6,10,0,5
"1866",1996,"Italy",8,0,7,0,0,0,0,1,0,0,8,0,0,2,0,0,2,2,0,5,0,0
"1867",1996,"Jamaica",1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1868",1996,"Japan",8,0,8,0,0,0,0,2,0,0,5,0,1,1,0,0,0,3,1,2,0,0
"1869",1996,"Jordan",2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0
"1870",1996,"Kenya",3,0,3,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0
"1871",1996,"Korea",1,0,1,0,0,0,0,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1872",1996,"Kyrgyzstan",5,0,5,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,5,0,0
"1873",1996,"Laos",1,0,1,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1874",1996,"Lebanon",39,0,36,1,57,0,0,70,0,0,36,0,1,0,0,1,13,0,2,31,0,4
"1875",1996,"Liberia",1,0,1,0,10,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
"1876",1996,"Libya",4,0,3,0,12,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,3
"1877",1996,"Lithuania",3,0,2,0,0,0,0,1,0,0,2,0,0,1,0,0,0,2,0,2,0,1
"1878",1996,"Macau",10,0,8,0,0,0,0,17,0,0,8,0,2,0,0,0,0,8,0,8,0,1
"1879",1996,"Madagascar",2,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"1880",1996,"Mauritania",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1881",1996,"Mexico",75,5,70,0,96,0,0,211,0,0,44,2,6,2,0,0,10,6,27,4,0,49
"1882",1996,"Moldova",2,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
"1883",1996,"Morocco",2,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"1884",1996,"Myanmar (Burma)",13,0,13,0,86,0,0,84,0,0,13,0,5,0,0,0,0,0,4,6,0,1
"1885",1996,"Nepal",5,0,5,0,6,0,0,7,0,0,4,0,0,1,0,0,0,0,3,0,0,1
"1886",1996,"Netherlands",6,0,6,0,0,0,0,0,0,0,6,0,0,2,0,0,0,4,0,2,0,0
"1887",1996,"New Zealand",2,0,2,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,1,2,0,0
"1888",1996,"Nicaragua",26,4,24,0,18,0,0,15,0,0,16,2,9,2,3,0,1,1,4,4,0,15
"1889",1996,"Niger",1,0,1,0,2,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1890",1996,"Nigeria",11,0,9,0,24,0,0,15,0,0,7,0,2,0,0,0,3,3,0,7,0,3
"1891",1996,"Norway",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"1892",1996,"Pakistan",180,3,174,0,423,0,1,755,0,0,97,1,14,2,5,2,3,9,64,31,0,84
"1893",1996,"Panama",2,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"1894",1996,"Papua New Guinea",10,0,10,0,21,0,0,11,0,0,8,0,2,0,0,0,1,0,5,3,0,2
"1895",1996,"Peru",42,1,40,0,74,0,0,74,0,0,31,1,3,2,0,0,4,5,12,11,0,15
"1896",1996,"Philippines",61,6,56,0,95,0,0,143,0,0,38,10,5,1,4,0,8,14,16,12,0,31
"1897",1996,"Poland",6,0,6,0,1,0,0,7,0,0,6,1,0,0,0,0,0,4,1,5,0,0
"1898",1996,"Qatar",1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
"1899",1996,"Russia",66,6,53,0,135,1,0,124,0,0,38,1,13,1,2,0,4,10,7,34,0,24
"1900",1996,"Rwanda",15,0,15,0,129,0,0,3,0,0,9,0,7,0,0,0,0,0,4,1,0,8
"1901",1996,"Saudi Arabia",1,0,1,0,19,19,0,386,109,0,1,0,0,0,0,0,1,0,0,1,0,0
"1902",1996,"Sierra Leone",5,0,4,0,60,0,0,11,0,0,5,0,2,0,0,0,0,2,1,1,0,4
"1903",1996,"Slovakia",5,0,4,0,1,0,0,0,0,0,5,0,2,0,0,0,0,1,1,5,0,0
"1904",1996,"Slovenia",3,0,3,0,0,0,0,1,0,0,3,0,2,0,0,0,0,1,0,3,0,0
"1905",1996,"Somalia",16,6,16,0,28,1,0,8,0,0,4,0,4,3,1,0,0,1,2,1,0,14
"1906",1996,"South Africa",47,0,47,0,82,0,0,106,0,0,42,0,3,0,0,0,1,3,31,5,0,19
"1907",1996,"Spain",63,1,45,0,5,0,0,63,0,0,57,0,12,1,1,2,2,16,6,53,0,4
"1908",1996,"Sri Lanka",176,0,156,6,827,0,11,2216,0,0,140,0,8,0,2,0,41,4,34,68,0,45
"1909",1996,"Sudan",10,3,10,0,40,0,0,10,0,0,5,0,0,0,1,2,4,0,0,1,0,2
"1910",1996,"Sweden",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"1911",1996,"Switzerland",4,0,4,0,1,0,0,3,0,0,4,0,0,0,0,0,0,2,1,3,0,0
"1912",1996,"Syria",2,0,1,0,15,0,0,50,0,0,1,0,1,0,0,0,0,0,0,2,0,0
"1913",1996,"Taiwan",5,0,5,0,9,0,0,1,0,0,1,1,2,0,0,1,0,0,0,0,0,1
"1914",1996,"Tajikistan",22,2,21,0,50,0,0,34,0,0,12,0,3,1,1,0,5,2,3,6,0,14
"1915",1996,"Thailand",19,1,17,0,10,0,0,16,0,0,11,1,5,0,0,0,0,5,6,2,0,13
"1916",1996,"Togo",1,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1917",1996,"Trinidad and Tobago",3,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"1918",1996,"Turkey",54,1,52,3,117,0,0,92,0,0,44,1,9,1,1,1,5,8,2,18,0,25
"1919",1996,"Uganda",29,1,29,0,413,0,0,110,0,0,28,0,0,1,0,0,5,0,13,2,0,16
"1920",1996,"Ukraine",3,1,2,0,0,0,0,3,0,0,1,0,2,0,0,0,0,1,0,2,0,1
"1921",1996,"United Kingdom",36,1,25,0,14,0,0,395,0,0,24,0,1,0,1,0,6,3,11,18,0,13
"1922",1996,"United States",35,0,29,0,2,2,0,119,84,0,32,0,4,0,3,0,0,8,4,16,0,1
"1923",1996,"Uruguay",1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"1924",1996,"Vanuatu",2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"1925",1996,"Venezuela",12,0,10,0,13,0,0,4,0,0,11,0,0,1,0,0,3,0,0,0,0,1
