"","year","country","number_of_attacks","eventsLT1hr","success","suicide_attack","confirmed_fatalities","confirmed_us_fatal","nkillter","nwound","nwoundus","nwoundte","involved_property","ransom","atktrg_gov","atktrg_diplom","atktrg_relig","atktrg_air","atktrg_military","atktrg_buss","atktrg_priv","with_explosives","with_sabotage","with_firearm"
"745",1983,"Turkey",5,0,4,0,2,0,0,24,0,0,4,0,0,1,0,1,1,0,2,4,0,0
"746",1983,"Uganda",6,0,6,0,121,0,0,2,0,0,4,0,2,0,0,0,0,0,2,0,0,3
"747",1983,"United Arab Emirates",1,0,1,0,111,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"748",1983,"United Kingdom",177,0,143,0,77,1,0,186,0,0,102,0,12,1,1,1,35,44,21,76,0,67
"749",1983,"United States",44,0,40,0,8,6,2,5,4,1,37,0,5,1,5,2,6,16,2,22,0,7
"750",1983,"Venezuela",6,0,6,0,7,0,2,0,0,0,3,1,0,0,0,0,2,2,1,0,0,3
"751",1983,"West Bank and Gaza Strip",34,0,29,0,9,0,1,22,0,0,26,0,1,0,4,0,9,1,11,17,0,8
"752",1983,"Yemen",1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"753",1983,"Yugoslavia",1,0,1,0,2,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"754",1983,"Zimbabwe",6,0,6,0,11,0,0,3,0,0,0,0,2,0,0,0,0,3,1,0,0,4
"755",1984,"Angola",11,0,11,0,179,0,0,70,0,0,9,0,0,0,0,0,0,1,4,7,0,0
"756",1984,"Argentina",46,0,38,0,1,0,0,4,0,0,39,0,13,0,3,0,8,5,16,33,0,5
"757",1984,"Austria",4,0,4,0,2,0,0,1,0,0,2,0,0,3,0,1,0,0,0,3,0,1
"758",1984,"Bangladesh",1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"759",1984,"Belgium",10,0,9,0,0,0,0,1,0,0,10,0,3,2,0,0,1,2,0,8,0,1
"760",1984,"Bolivia",14,0,11,0,1,0,0,3,0,0,11,0,5,1,0,0,1,3,2,11,0,0
"761",1984,"Brazil",5,0,5,0,0,0,0,1,0,0,5,0,1,0,0,0,1,0,0,2,0,1
"762",1984,"Bulgaria",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"763",1984,"Burkina Faso",1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"764",1984,"Chad",1,0,1,0,0,0,0,25,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"765",1984,"Chile",563,1,550,0,37,0,3,158,0,1,549,1,32,4,8,0,8,98,45,456,0,31
"766",1984,"Colombia",237,2,220,0,485,0,11,296,0,10,159,5,20,6,2,2,42,24,68,48,0,102
"767",1984,"Congo (Democratic Republic of the)",3,0,2,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3,0,0
"768",1984,"Costa Rica",2,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0
"769",1984,"Cyprus",7,0,6,0,6,0,3,5,0,0,2,0,0,3,0,2,0,0,0,4,0,2
"770",1984,"Ecuador",24,0,23,0,1,0,0,2,0,0,21,0,3,1,1,0,1,1,0,20,0,3
"771",1984,"El Salvador",273,2,270,0,1315,1,60,487,0,0,254,2,9,2,0,2,122,27,27,68,3,166
"772",1984,"Ethiopia",1,0,1,0,200,0,0,200,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"773",1984,"France",145,1,139,0,15,0,0,57,0,0,132,0,16,4,2,3,2,36,48,129,0,10
"774",1984,"Germany",22,0,19,0,0,0,0,3,0,0,20,0,1,4,0,2,9,2,2,10,1,0
"775",1984,"Greece",28,0,21,0,5,0,0,89,0,0,19,0,2,4,0,1,1,8,6,18,0,7
"776",1984,"Guadeloupe",14,0,10,0,4,0,0,5,0,0,11,0,1,0,0,0,0,7,2,14,0,0
"777",1984,"Guatemala",74,3,67,0,171,0,3,34,0,0,51,0,13,0,0,1,29,6,8,17,0,39
"778",1984,"Honduras",12,0,11,0,5,0,0,1,0,0,10,0,2,3,0,1,2,0,1,8,0,3
"779",1984,"India",159,3,146,0,195,0,1,364,0,0,90,2,16,0,21,4,4,15,23,30,1,84
"780",1984,"Indonesia",2,0,2,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
"781",1984,"Iran",17,1,12,0,29,0,1,355,0,0,8,0,2,4,0,4,1,4,2,6,0,5
"782",1984,"Iraq",2,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
"783",1984,"Ireland",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"784",1984,"Israel",25,0,20,0,7,0,3,90,0,0,18,0,0,0,5,0,0,4,8,16,0,2
"785",1984,"Italy",14,0,12,0,23,1,2,116,0,0,8,0,3,4,0,0,1,2,0,7,0,5
"786",1984,"Japan",15,0,13,0,0,0,0,11,0,0,13,0,3,0,0,3,2,2,1,1,0,0
"787",1984,"Jordan",5,0,4,0,1,0,0,4,0,0,4,0,1,1,0,0,0,1,0,4,0,1
"788",1984,"Kuwait",1,1,1,0,4,2,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1
"789",1984,"Lebanon",166,6,156,2,61,4,1,241,18,0,126,2,4,28,2,0,96,9,13,98,0,46
"790",1984,"Lesotho",1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"791",1984,"Libya",3,0,2,0,15,0,15,1,0,0,2,0,1,0,0,0,1,0,0,2,0,0
"792",1984,"Malta",7,0,6,0,0,0,0,0,0,0,6,0,2,2,2,0,0,0,1,7,0,0
"793",1984,"Martinique",2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0
"794",1984,"Mexico",4,0,4,0,13,0,0,9,0,0,2,0,2,0,0,0,0,0,1,0,0,3
"795",1984,"Morocco",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"796",1984,"Mozambique",10,0,8,0,56,0,0,94,0,0,8,0,1,0,0,0,0,0,2,5,1,2
"797",1984,"Namibia",24,0,24,0,26,0,0,42,0,0,19,0,4,0,0,0,0,7,11,18,0,1
"798",1984,"Netherlands",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"799",1984,"New Caledonia",10,0,10,0,11,0,0,1,0,0,6,0,1,0,0,0,1,2,4,3,0,1
"800",1984,"New Zealand",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"801",1984,"Nicaragua",302,0,300,0,3617,0,0,310,0,0,292,5,17,0,0,0,188,15,44,24,0,272
"802",1984,"Pakistan",3,0,3,0,12,0,0,49,0,0,3,0,0,0,0,1,0,0,1,2,0,0
"803",1984,"Panama",2,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0
"804",1984,"Paraguay",2,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"805",1984,"Peru",592,6,567,0,2467,0,23,519,0,2,498,2,60,4,5,2,52,89,181,243,0,232
"806",1984,"Philippines",43,1,41,0,262,0,24,108,0,0,24,1,11,1,0,0,11,3,8,3,0,17
"807",1984,"Portugal",14,0,11,0,3,0,0,13,0,0,11,0,1,1,0,0,1,5,5,13,0,1
"808",1984,"Romania",1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"809",1984,"Saudi Arabia",2,0,2,0,0,0,0,1,0,1,0,2,0,0,0,2,0,0,0,0,0,2
"810",1984,"Somalia",2,0,2,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,1,0,1
"811",1984,"South Africa",60,0,58,0,21,0,7,83,0,1,55,0,15,4,0,0,0,6,4,42,0,1
"812",1984,"Spain",143,0,132,0,51,0,0,77,0,0,105,0,13,2,0,0,6,60,16,86,0,41
"813",1984,"Sri Lanka",81,1,76,0,485,0,83,225,0,0,59,2,7,0,3,0,12,6,21,44,0,17
"814",1984,"Sudan",5,0,4,0,305,0,0,10,1,0,3,0,0,0,1,0,0,0,2,1,0,0
"815",1984,"Suriname",1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"816",1984,"Swaziland",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"817",1984,"Switzerland",1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
"818",1984,"Syria",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"819",1984,"Thailand",1,0,1,0,0,0,0,20,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"820",1984,"Turkey",19,0,11,0,27,0,0,19,0,0,19,0,1,0,0,0,3,0,2,14,0,1
"821",1984,"Uganda",3,0,3,0,235,0,5,0,0,0,3,0,0,0,0,0,0,0,1,1,0,1
"822",1984,"United Kingdom",145,1,121,0,69,0,4,249,0,0,94,1,7,1,0,1,46,43,15,81,0,44
"823",1984,"United States",63,0,58,0,3,1,0,780,777,0,53,1,3,2,5,2,5,14,1,32,0,6
"824",1984,"Uruguay",4,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,2,0,2
"825",1984,"Venezuela",4,1,4,0,2,0,2,0,0,0,2,1,0,0,0,1,0,0,1,3,0,1
"826",1984,"West Bank and Gaza Strip",26,0,24,0,5,0,0,48,0,0,16,0,2,0,2,0,8,0,5,14,0,6
"827",1984,"Yugoslavia",1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"828",1984,"Zimbabwe",3,0,3,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
"829",1985,"Angola",6,0,6,0,6,0,0,0,0,0,5,0,0,0,1,0,1,1,2,0,0,0
"830",1985,"Argentina",43,1,39,0,2,0,0,10,0,0,39,1,17,0,0,0,10,6,6,36,0,4
"831",1985,"Austria",4,0,3,0,4,0,1,50,0,2,3,0,0,1,0,1,0,1,1,3,0,1
"832",1985,"Bangladesh",1,0,1,0,0,0,0,13,0,0,1,0,1,0,0,0,0,0,0,1,0,0
"833",1985,"Belgium",21,0,21,0,10,0,0,20,3,0,21,0,2,0,0,0,2,12,1,20,0,1
"834",1985,"Bolivia",13,0,12,0,0,0,0,0,0,0,12,0,3,1,0,0,0,3,5,11,0,1
"835",1985,"Botswana",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"836",1985,"Brazil",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"837",1985,"Canada",3,0,3,0,331,31,0,2,0,0,3,0,0,2,0,1,0,0,0,3,0,0
"838",1985,"Chad",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"839",1985,"Chile",232,1,223,0,30,0,1,148,0,1,216,1,31,4,3,1,7,56,26,194,0,11
"840",1985,"Colombia",382,6,344,0,935,0,56,365,0,0,292,2,32,7,3,3,80,51,55,132,0,158
"841",1985,"Costa Rica",5,0,4,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,0,3
"842",1985,"Cyprus",7,0,7,0,3,0,0,0,0,0,5,0,0,0,0,4,0,1,0,5,0,1
"843",1985,"Denmark",4,0,4,0,1,0,0,10,0,0,4,0,0,0,1,1,0,2,0,4,0,0
"844",1985,"Ecuador",12,2,11,0,4,0,0,2,0,0,7,1,4,0,0,0,1,2,1,1,0,6
"845",1985,"Egypt",2,0,2,0,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"846",1985,"El Salvador",436,2,435,0,1013,6,15,279,0,0,399,0,31,1,0,0,147,14,28,203,0,201
"847",1985,"Ethiopia",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"848",1985,"France",106,0,103,0,17,0,0,83,0,0,97,0,8,1,2,0,2,31,25,83,0,7
"849",1985,"Germany",57,0,46,0,9,3,1,114,2,0,52,0,1,4,0,2,14,14,3,38,0,3
"850",1985,"Greece",35,1,30,0,64,2,1,170,2,2,27,0,2,4,0,7,4,10,1,21,0,5
"851",1985,"Guadeloupe",9,0,8,0,2,1,0,18,0,0,8,0,2,0,0,0,0,4,0,6,0,1
"852",1985,"Guatemala",63,3,63,0,137,0,0,17,0,0,41,0,6,2,0,1,26,4,11,7,0,38
"853",1985,"Honduras",9,0,9,0,7,0,0,8,0,0,9,0,0,0,0,0,3,1,4,5,0,4
"854",1985,"India",39,0,33,0,51,0,0,79,0,0,17,0,13,0,4,0,0,0,8,16,0,9
"855",1985,"Indonesia",2,0,2,0,7,0,0,14,0,0,2,0,0,0,1,0,0,0,0,2,0,0
"856",1985,"Iran",3,0,3,0,22,0,1,52,0,0,3,0,1,0,0,0,0,0,2,3,0,0
"857",1985,"Ireland",2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
"858",1985,"Israel",21,0,19,1,12,0,0,46,0,0,15,0,2,0,0,0,2,1,12,19,0,0
"859",1985,"Italy",11,0,10,0,19,5,3,157,13,0,9,0,1,1,0,5,0,2,0,8,0,3
"860",1985,"Japan",10,0,10,0,2,0,0,7,0,0,9,0,0,1,0,7,0,0,1,3,0,0
"861",1985,"Kuwait",2,0,2,0,11,0,0,18,0,0,2,0,0,0,0,0,0,2,0,2,0,0
"862",1985,"Lebanon",95,15,93,15,644,0,1,1530,0,0,62,0,6,14,5,4,13,15,17,63,0,4
"863",1985,"Luxembourg",10,0,10,0,0,0,0,6,0,0,10,0,1,0,0,1,0,2,1,10,0,0
"864",1985,"Malta",1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"865",1985,"Mexico",1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"866",1985,"Morocco",2,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0
"867",1985,"Mozambique",5,0,5,0,8,0,0,136,0,0,5,0,0,0,0,0,1,1,1,3,0,0
"868",1985,"Namibia",8,0,8,0,74,0,0,26,0,0,8,0,0,0,0,0,1,2,4,7,0,0
"869",1985,"Nepal",9,0,8,0,6,0,0,22,0,0,8,0,5,0,0,1,0,1,1,9,0,0
"870",1985,"Netherlands",4,0,2,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,4,0,0
"871",1985,"New Caledonia",7,0,7,0,0,0,0,11,0,0,7,0,2,0,0,0,0,2,0,7,0,0
"872",1985,"Nicaragua",258,1,256,0,1575,0,0,231,0,0,255,0,23,0,0,0,179,23,15,17,0,237
"873",1985,"Niger",1,0,1,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"874",1985,"Pakistan",2,0,2,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,2,0,0
"875",1985,"Paraguay",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"876",1985,"Peru",352,2,314,0,729,0,2,127,0,0,286,1,55,8,2,4,33,54,55,209,0,105
"877",1985,"Philippines",124,1,121,0,452,6,48,377,0,1,89,0,16,0,3,0,20,12,17,20,0,37
"878",1985,"Portugal",20,0,20,0,1,0,0,8,0,0,18,0,0,1,0,1,8,8,1,19,0,1
"879",1985,"Romania",1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"880",1985,"Saudi Arabia",2,0,2,0,1,0,0,3,0,0,1,0,0,0,0,1,0,0,0,2,0,0
"881",1985,"Singapore",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"882",1985,"South Africa",106,0,95,0,82,0,18,251,0,2,89,0,17,0,0,0,13,22,15,79,0,4
"883",1985,"Spain",114,2,106,0,67,1,0,182,15,0,70,1,12,0,0,2,7,29,20,64,0,38
"884",1985,"Sri Lanka",110,2,103,0,611,0,58,293,0,2,80,2,5,0,4,0,23,6,20,55,0,16
"885",1985,"Switzerland",7,0,6,0,0,0,0,10,0,0,6,0,1,4,0,0,0,1,0,7,0,0
"886",1985,"Syria",1,0,1,0,30,0,0,30,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"887",1985,"Thailand",1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"888",1985,"Togo",3,0,2,0,1,0,0,2,0,0,3,0,0,0,0,0,0,0,1,3,0,0
"889",1985,"Turkey",2,0,2,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
"890",1985,"Uganda",7,0,5,0,32,0,0,8,0,0,2,0,3,1,0,1,1,0,1,3,0,2
"891",1985,"United Arab Emirates",2,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
"892",1985,"United Kingdom",67,1,58,0,64,0,1,175,0,0,38,1,4,0,0,0,10,9,15,32,0,29
"893",1985,"United States",40,0,25,0,3,2,0,13,6,0,29,0,1,1,1,0,2,6,6,26,0,1
"894",1985,"Uruguay",2,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1
"895",1985,"Venezuela",2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
"896",1985,"West Bank and Gaza Strip",1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"897",1985,"Zambia",1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
"898",1985,"Zimbabwe",1,0,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"899",1986,"Angola",5,1,5,0,119,0,15,23,0,0,5,0,1,0,0,1,0,1,2,1,0,0
"900",1986,"Argentina",33,0,31,0,2,0,0,12,0,0,30,0,14,1,0,0,5,3,0,26,0,2
"901",1986,"Australia",2,0,2,0,1,0,1,22,0,0,2,0,0,1,0,0,0,0,0,2,0,0
"902",1986,"Austria",4,0,2,0,0,0,0,0,0,0,3,0,1,1,0,2,0,0,0,4,0,0
"903",1986,"Bangladesh",11,0,11,0,54,0,0,263,0,0,11,0,3,0,0,0,0,2,2,5,1,2
"904",1986,"Belgium",3,0,3,0,0,0,0,2,0,0,3,0,0,0,1,0,0,1,1,2,0,0
"905",1986,"Bolivia",4,0,3,0,1,0,0,0,0,0,3,0,1,1,0,1,0,0,0,3,0,1
"906",1986,"Brazil",3,0,3,0,14,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
"907",1986,"Canada",2,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1
"908",1986,"Central African Republic",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"909",1986,"Chad",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"910",1986,"Chile",243,0,234,0,22,0,1,128,0,2,229,0,15,6,6,0,6,81,19,181,0,10
"911",1986,"Colombia",307,11,298,0,771,0,11,96,0,2,205,5,45,9,3,2,64,33,63,69,0,194
"912",1986,"Costa Rica",1,0,1,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"913",1986,"Cyprus",3,0,3,0,1,0,0,2,0,0,2,0,0,0,0,0,2,0,1,2,0,0
"914",1986,"Denmark",2,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0
"915",1986,"Ecuador",8,1,8,0,13,0,0,0,0,0,7,0,1,0,0,0,0,3,0,0,0,6
"916",1986,"Egypt",4,0,3,0,12,0,0,21,0,0,2,0,0,2,0,0,0,0,2,2,0,2
"917",1986,"El Salvador",175,2,173,0,293,1,0,187,0,0,167,0,6,0,0,0,55,4,17,90,0,76
"918",1986,"Ethiopia",1,1,1,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"919",1986,"Finland",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"920",1986,"France",95,0,84,0,25,0,5,306,0,0,87,0,11,3,1,0,3,29,38,61,0,6
"921",1986,"Germany",49,0,46,0,10,2,0,276,64,0,42,0,4,4,0,1,5,19,6,27,0,2
"922",1986,"Greece",41,0,37,0,6,4,0,14,5,0,38,0,8,2,1,2,0,14,10,24,0,1
"923",1986,"Guadeloupe",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"924",1986,"Guatemala",31,0,26,0,54,0,0,14,0,0,21,0,5,0,0,2,10,3,10,2,0,24
"925",1986,"Honduras",8,0,8,0,10,0,0,4,0,0,8,0,0,0,0,0,2,0,4,2,0,5
"926",1986,"Iceland",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"927",1986,"India",96,0,91,0,340,0,0,163,0,0,57,0,16,1,8,0,0,8,37,6,0,48
"928",1986,"Indonesia",4,0,4,0,0,0,0,2,0,0,2,0,0,3,0,0,0,0,0,4,0,0
"929",1986,"Iran",6,0,5,0,39,0,0,144,0,0,5,0,0,1,1,0,0,1,3,4,0,1
"930",1986,"Ireland",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"931",1986,"Israel",48,0,43,0,8,0,0,144,1,0,37,0,3,0,2,1,12,5,11,33,0,2
"932",1986,"Italy",7,0,5,0,1,0,0,1,0,0,4,0,3,1,0,0,0,3,0,2,0,0
"933",1986,"Jamaica",1,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"934",1986,"Japan",10,0,10,0,3,0,0,1,0,0,3,0,2,2,0,0,1,1,0,4,0,0
"935",1986,"Korea",2,0,2,0,5,0,0,30,0,0,2,0,1,0,0,1,0,0,0,1,0,0
"936",1986,"Kuwait",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"937",1986,"Lebanon",106,7,104,3,247,1,0,1018,0,2,72,0,13,14,2,1,17,20,15,65,0,12
"938",1986,"Luxembourg",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"939",1986,"Malaysia",15,0,15,0,20,0,0,54,0,0,15,0,0,0,0,0,0,2,6,13,0,0
"940",1986,"Malta",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"941",1986,"Mexico",2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0
"942",1986,"Morocco",3,0,3,0,3,0,0,2,0,6,3,0,0,0,0,0,0,0,0,0,0,3
"943",1986,"Mozambique",7,0,7,0,470,0,5,17,0,0,6,0,0,0,0,0,0,2,2,3,0,0
"944",1986,"Namibia",1,0,1,0,5,0,0,23,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"945",1986,"Netherlands",14,0,13,0,0,0,0,0,0,0,13,0,3,0,0,0,1,7,1,8,0,0
"946",1986,"New Caledonia",2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0
"947",1986,"Nicaragua",171,2,171,0,395,0,0,103,0,0,167,1,13,0,1,1,109,18,19,14,0,152
"948",1986,"Pakistan",24,0,22,0,60,2,0,351,17,0,17,0,1,2,1,7,1,5,4,20,0,3
"949",1986,"Panama",5,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,4,0,0
"950",1986,"Peru",568,5,534,0,513,1,6,271,9,1,467,2,128,12,2,3,46,124,92,359,0,134
"951",1986,"Philippines",80,4,74,0,322,0,33,355,0,0,45,2,14,0,5,0,15,11,10,12,0,24
"952",1986,"Portugal",11,0,11,0,1,0,0,1,0,0,9,0,3,1,1,1,2,1,0,10,0,1
"953",1986,"Saudi Arabia",1,0,1,0,62,0,0,32,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"954",1986,"South Africa",159,0,145,0,153,0,44,437,0,1,138,0,15,1,1,0,16,19,23,121,0,14
"955",1986,"Spain",125,2,112,0,57,0,3,196,0,0,103,3,3,1,0,1,12,53,15,91,0,15
"956",1986,"Sri Lanka",142,1,131,0,690,0,63,917,0,2,118,1,6,0,2,1,41,10,34,80,0,17
"957",1986,"Sudan",6,0,5,0,8,0,0,1,0,0,4,0,1,0,0,1,0,1,1,2,0,1
"958",1986,"Suriname",8,0,7,0,2,0,0,3,0,0,7,0,0,0,0,1,4,0,1,0,0,4
"959",1986,"Swaziland",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"960",1986,"Sweden",3,0,3,0,1,0,0,1,0,0,2,0,2,0,0,0,0,1,0,2,0,1
"961",1986,"Syria",4,0,3,0,8,0,0,8,0,0,3,0,0,0,0,0,0,1,1,4,0,0
"962",1986,"Thailand",3,0,2,0,0,0,0,3,0,0,2,0,0,1,0,0,0,1,1,3,0,0
"963",1986,"Tunisia",2,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0
"964",1986,"Turkey",7,0,7,0,26,0,0,7,0,0,3,0,1,0,1,0,1,0,2,0,0,5
"965",1986,"Uganda",1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"966",1986,"United Arab Emirates",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"967",1986,"United Kingdom",95,0,80,0,63,0,0,80,0,0,32,0,4,0,1,2,14,15,21,39,0,31
"968",1986,"United States",49,0,31,0,1,0,0,36,3,0,29,0,7,1,1,1,12,9,1,32,1,2
"969",1986,"Uruguay",2,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0
"970",1986,"Venezuela",8,0,6,0,13,0,0,12,0,0,7,0,1,0,1,0,2,0,2,2,0,4
"971",1986,"West Bank and Gaza Strip",13,0,12,0,4,0,0,24,0,0,8,0,1,1,0,0,5,0,4,7,0,0
"972",1986,"Zambia",1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"973",1986,"Zimbabwe",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"974",1987,"Afghanistan",1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"975",1987,"Angola",3,1,3,0,5,0,0,10,0,0,2,0,0,0,0,0,1,0,1,1,0,2
"976",1987,"Argentina",80,1,72,0,3,0,0,11,0,0,75,0,34,0,4,0,7,9,22,64,0,3
"977",1987,"Austria",4,0,1,0,0,0,0,1,0,0,2,0,0,1,0,1,0,1,1,1,0,1
"978",1987,"Bangladesh",6,0,5,0,26,0,0,2,0,0,5,0,2,0,0,0,0,0,1,4,0,0
"979",1987,"Belgium",1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"980",1987,"Bolivia",14,0,13,0,1,0,0,25,0,0,12,0,3,2,0,0,0,4,0,9,0,1
"981",1987,"Botswana",1,0,1,0,3,0,0,4,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"982",1987,"Brazil",1,0,1,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"983",1987,"Chile",173,9,158,0,9,0,0,29,0,0,163,1,24,0,3,0,6,21,26,120,0,34
"984",1987,"Colombia",337,3,319,0,655,0,8,277,0,0,218,2,69,1,4,0,65,29,60,86,0,221
"985",1987,"Costa Rica",3,0,1,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,3,0,0
"986",1987,"Cyprus",10,0,5,0,1,0,0,2,0,0,9,0,4,1,0,0,1,1,1,8,0,0
"987",1987,"Denmark",2,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,2,0,0
"988",1987,"Djibouti",1,0,1,0,10,0,0,40,0,0,1,0,0,0,0,0,0,1,0,0,0,0
